"REQID","REQID_expanded","annotation_id","annotator","created_at","id","lead_time","sentiment","text","updated_at"
"24689",13193,583,"6","2026-05-28T13:07:35.867235Z",473,839.531,"requirement","EIRENE mobiles will generate EM emissions in the GSM frequency band.with the normal operation of any on-train or ground based systems.","2026-05-28T13:07:35.867246Z"
"2736",2509,584,"6","2026-05-29T15:49:29.284929Z",474,127.44,"contextual_auxiliary","Capability to enable access to health information in extra-ordinary situations during which an individual may need emergency care but due to their health status is incapable of granting access permissions, or in the case of a public health emergency during which the health status of a population needs to be determined.","2026-05-29T15:49:29.284940Z"
"20683",8801,585,"6","2026-05-29T15:49:51.751284Z",475,21.483,"requirement","The system should allow various management actions to be performed on items existing in the inventory.","2026-05-29T15:49:51.751295Z"
"39829",27252,586,"6","2026-05-29T15:50:20.364468Z",476,63.342,"system_related_auxiliary","so_BCMs_01.BCM_FH_FT_lin = lift) IF i_mMFG_1.MG1_Typ3_can = 1 AND si_mMFG_1.so_BCMs_01.BCM_FH_FT_lin = lower) IF i_mMFG_1.MG1_Typ3_can = 1 AND si_mMFG_1.so_BCMs_01.BCM_FH_BT_lin = lift) IF i_mMFG_1.MG1_Typ3_can = 1 AND si_mMFG_1.so_BCMs_01.BCM_FH_BT_lin = lower) IF i_mMFG_1.MG1_Typ3_can = 1 AND si_mMFG_1.si_FHFTs_01.Switch_FH_BT_lin = lower OR si_FHFTs_01.si_FHFTs_01.Switch_FH_FT_lin = lower OR si_FHFTs_01.this is ignored and ""lifting"" continues.","2026-05-29T15:51:28.300046Z"
"1383",1085,587,"6","2026-05-29T15:51:50.455829Z",477,20.232,"requirement","GUI should able to provide ability to change start/end date of a task.","2026-05-29T15:51:50.455842Z"
"4096-wikipedia",4096,588,"6","2026-05-29T15:52:01.934436Z",478,10.457,"contextual_auxiliary","The European Union has made a few symbols that warn of dangers and that should be easy to understand.","2026-05-29T15:52:01.934447Z"
"2466-wikipedia",2466,589,"6","2026-05-29T15:52:11.846808Z",479,8.257,"contextual_auxiliary","The mayor is currently Wilhalm Dorner.","2026-05-29T15:52:11.846820Z"
"38360",25706,590,"6","2026-05-29T15:52:18.226418Z",480,5.667,"requirement","An "".open command"" may be accepted and executed up to a maximum of 2s after an external close command.","2026-05-29T15:52:18.226428Z"
"56446-wikipedia",56446,591,"6","2026-05-29T15:52:56.164745Z",481,37.146,"contextual_auxiliary","An association fallacy  is a logical fallacy that occurs when someone says that a quality of one thing must apply to another just because they both share a similar quality or belief.","2026-05-29T15:52:56.164756Z"
"20388-wikipedia",20388,592,"6","2026-05-29T15:53:09.948503Z",482,12.909,"contextual_auxiliary","The judge must also take into account the defendant's ability to pay the amount of the bail and how likely it is the defendant will simply flee and not stand trial.","2026-05-29T15:53:09.948514Z"
"56000-wikipedia",56000,593,"6","2026-05-29T15:54:09.958859Z",483,58.963,"contextual_auxiliary","Dorothea of Montau, Prussian saint (d.Joan, Princess of Portugal (d.Scipione del Ferro, Italian mathematician (d.Mario Bettinus, Italian philosopher, mathematician and astronomer (d.Bernard of Corleone, Italian saint (d.Antonio Vieira, Portuguese writer (d.Chongzhen, Emperor of China (d.Antoine Arnauld, French theologian, philosopher and mathematician (d.Heiman Dullaart, Dutch painter (d.Johann Casimir Kolbe von Wartenberg, 1st Prime Minister of the Kingdom of Prussia (d.Mustafa II, Ottoman Sultan (d.Anne, Queen of England, Ireland and Scotland (d.Patrick Russell, Scottish surgeon and naturalist (d.Januarius Zick, German painter (d.Franz Xaver Messerschmidt, German-Austrian sculptor (d.Pierre-Joseph Desault, French anatomist and surgeon (d.Adam Weishaupt, German philosopher (d.Evariste de Parny, French poet (d.Aaron Burr, 3rd Vice President of the United States (d.Julian Ursan Niemcewicz, Polish scholar and statesman (d.Ugo Foscolo, Italian writer and poet (d.Joseph van Radowitz, Prussian statesman and general (d.George Arnott Walker-Arnott, Scottish botanist (d.Charles Wheatstone, English physicist and inventor (d.Henry George Liddell, English philologist and lexicographer (d.William M.Evarts, American lawyer and statesman (d.Jenaro Quesada y Matheus, Spanish nobleman and politician (d.John Brown Gordon, 32nd Governor of Georgia (d.Jose Maria de Pereda, Spanish novelist (d.Henry Irving, British actor (d.Inoue Kowashi, Japanese statesman (d.Raimundo Andueza Palacio, 24th President of Venezuela (d.Henry Janeway Hardenbergh, American architect (d.Vasily Safonov, Russian pianist, composer and teacher (d.C.Lloyd Morgan, British psychologist (d.Prince Thomas, Duke of Genoa, Italian prince (d.Wilhelm Cohn, German chess player (d.Nikolay Zelinsky, Russian chemist (d.John Henry Mackay, Scottish thinker and writer (d.Karl Sapper, German explorer and linguist (d.James Braid, Scottish golfer (d.Robert Maillart, Swiss engineer (d.Carl Ramsauer, German physicist (d.Magnus Gudmundsson, Prime Minister of Iceland (d.Edwin Samuel Montagu, British statesman (d.Nishinoumi Kajiro II, Japanese sumo wrestler (d.Dmitry Pavlovich Grigorovich, Russian aircraft designer (d.Josef Frings, German cardinal (d.William P.Murphy, American doctor, won the 1934 Nobel Prize in Physiology or Medicine (d.Muhammad Zaffarullah Khan, Pakistani politician and diplomat (d.Kirpal Singh, Indian religious leader (d.Babe Ruth, American baseball player (d.Alberto Cavalcanti, Brazilian movie director and producer (d.Ben Lyon, American actor (d.Claudio Arrau, Chilean pianist (d.Wladyslaw Gomulka, Polish politician (d.Jan Werich, Czech actor, playwright and writer (d.Michael Maltese, American screenwriter (d.Amintore Fanfani, Prime Minister of Italy (d.Ronald Reagan, 40th President of the United States (d.Eva Braun, wife of Adolf Hitler (d.Mary Leakey, Kenyan archaeologist (d.Thurl Ravenscroft, American voice actor and singer (d.Zsa Zsa Gabor, Hungarian-American actress (d.Carl Neumann Degler, American historian and author (d.Patrick Macnee, British actor (d.Haskell Wexler, American cinematographer, movie producer and director (d.Clifford Darling, Governor-General of the Bahamas (d.Gyula Lorant, Hungarian footballer (d.Billy Wright, English footballer (d.Ivo Garrani, Italian actor (d.Colin Murdoch, New Zealand pharmacist and inventor (d.Sixten Jernberg, Swedish cross-country skier (d.Pierre Brice, French actor (d.Ricardo Vidal, Filipino cardinal (d.Camilo Cienfuegos, Cuban revolutionary (d.François Truffaut, French movie director (d.Donnie Brooks, American pop music singer (d.Jair Rodrigues, Brazilian musician and singer (d.Sarah Brady, American gun control campaigner (d.Bob Marley, Jamaican Reggae musician (d.Kate McGarrigle, Canadian singer and songwriter (d.Bunny Rugs, Jamaican singer (d.Natalie Cole, American singer (d.Timothy M.Simon Phillips, American drummer (d.Frank Jeske, East German footballer (d.Gord Downie, Canadian singer-songwriter, musician, writer and activist (d.Zard, Japanese singer (d.Cara McCollum, American journalist and beauty queen (d.Hojo Tokimasa, Emperor of Japan (b.Jeanne de Bourbon, Queen of France (b.Johannes Ockeghem, Belgian composer (b.Jacques Amyot, French writer (b.Emperor Ogimachi of Japan (b.Christopher Clavius, German mathematician and astronomer (b.Prospero Alpini, Italian scientist (b.Charles II, King of England, Ireland and Scotland (b.Ahmed II, Ottoman Sultan (b.Pope Clement XII (b.Lancelot ""Capability"" Brown, English gardener (b.Carlo Goldoni, Italian playwright (b.Joseph Priestley, English-American theologian, philosopher, chemist and physicist (b.Richard Lemon Lander, English explorer (b.Josef Munzinger, Swiss Federal Councillor (b.Leo von Caprivi, Chancellor of Germany (b.Prince Alfred of Saxe-Coburg Gotha (b.Alfonso Maria Fusco, Italian Roman Catholic priest (b.Ruben Dario, Nicaraguan writer (b.Gustav Klimt, Austrian painter (b.Maria Christina of Austria, Queen of Spain (b.Motilal Nehru, Indian politician (b.Jackson Showalter, American chess player (b.Marianne von Werefkin, Russian-Swiss painter (b.Jaan Soots, Estonian general and politician (b.Georges Imbert, Alsatian chemist (b.George VI, King of the United Kingdom (b.Henri Chrétien, French astronomer, professor and inventor (b.David Pegg, English footballer (b.Tommy Taylor, English footballer (b.Geoff Bent, English footballer (b.Roger Byrne, English footballer (b.Eddie Colman, English footballer (b.Mark Jones, English footballer (b.Frank Swift, English footballer (b.Walter Crickmer, English footballer and manager (b.Emilio Aguinaldo, President of the Philippines (b.Frederika of Hanover, Queen Consort of Greece (b.Hugo Montenegro, American movie music composer (b.Jorge Guillen, Spanish poet (b.Frederick Coutts, Scottish 8th General of the Salvation Army (b.Minoru Yamasaki, American architect (b.Chris Gueffroy, German, last person to die crossing the Berlin Wall (b.Jimmy van Heusen, American composer (b.Salvador Luria, Italian biologist (b.Danny Thomas, American signer, comedian and actor (b.Arthur Ashe, American tennis player (b.Joseph Cotten, American actor (b.Jack Kirby, American comic book writer (b.Guy Madison, American actor (b.Falco, Austrian singer (b.Carl Wilson, American musician (The Beach Boys) (b.Don Dunstan, 35th Premier of South Australia (b.Jimmy Roberts, American tenor (b.Max Perutz, Austrian molecular biologist (b.James Whitmore, American actor (b.John Dankworth, British jazz musician (b.Josefa Iloilo, 3rd President of Fiji (b.Gary Moore, Northern Irish musician (b.Antoni Tapies, Catalan artist (b.Janice E.Voss, American astronaut (b.Chokri Belaid, Tunisian lawyer and politician (b.Stuart Freeborn, British make-up artist (b.Ralph Kiner, American baseball player (b.Marisa Del Frate, Italian actress (b.Alan Nunnelee, American politician (b.Assia Djebar, Algerian novelist, translator and filmmaker (b.André Brink, South African writer (b.Kathrine Windfeld, Danish movie director (b.Norm Drucker, American basketball player (b.Dan Hicks, American singer-songwriter (b.Robin Chandler Duke, American social advocate and diplomat (b.Birte Tove, Danish actress (b.Eddy Wally, Belgian singer (b.Boy Asistio, Filipino politician (b.Ritchie Yorke, Australian-English author and broadcaster (b.José Gea Escolano, Spanish archbishop (b.Roger Walkowiak, French cyclist (b.Irwin Corey, American actor and comedian (b.Joost van der Westhuizen, South African rugby player (b.Inge Keller, German actress (b.Alec McCowen, English actor (b.Ivar Aronsson, Swedish rower (b.Neil Gehrels, American astronomer (b.Djelloul Khatib, Algerian independence activist and politician (b.Raymond Smullyan, American mathematician and philosopher (b.John Perry Barlow, American writer, songwriter and internet activist (b.Liliana Bodoc, Argentine author (b.Jao Tsung-I, Chinese-Hong Kong scholar (b.Joe Knollenberg, American politician (b.Madavoor Vasudevan Nair, Indian dancer (b.","2026-05-29T15:54:09.958879Z"
"20171",8279,594,"6","2026-05-29T15:54:19.652122Z",484,8.628,"requirement","NPAC SMS shall send an appropriate error message to the originating user if the originating user is neither the New nor the Old Service Provider in the existing Subscription Version upon Subscription Version cancellation.","2026-05-29T15:54:19.652149Z"
"5484",4959,595,"6","2026-05-29T15:54:44.741620Z",485,23.63,"system_related_auxiliary","It should, however, be a table with no relationships to the enterprises.","2026-05-29T15:54:44.741648Z"
"3982",3544,596,"6","2026-05-29T15:54:58.129585Z",486,12.578,"system_related_auxiliary","a) Road user and toll rates.b) Transit fares adjusted concomitant with tolls.c) Time of day usage pricing (i.e.off hour rates).","2026-05-29T15:54:58.129596Z"
"20718",8839,597,"6","2026-05-29T15:55:28.861873Z",487,30.018,"requirement","The system should also allow the user to select any sold items, adding pictures as needed, to be included in the „Great and Gone‟ section, even if they were not part of previous week‟s e-Blast.","2026-05-29T15:55:28.861885Z"
"2994",2774,598,"6","2026-05-29T15:56:02.577647Z",488,30.674,"contextual_auxiliary","A set of traits (such as name, DOB, gender, etc.may be used by a locator service to perform a probabilistic match.","2026-05-29T15:56:02.577658Z"
"41405",29856,599,"6","2026-05-29T15:56:54.317300Z",489,50.862,"contextual_auxiliary","If we want to develop a system that ""supports sales"" and also make it attractive to dealers, we should also think of their requirements) Salesmen controlling is out of scope.","2026-05-29T15:56:54.317312Z"
"3598",3281,600,"6","2026-05-29T15:57:01.502339Z",490,6.067,"requirement","The PCA pump shall continue to infuse for 10 minutes during interruption of mains electricity supply using battery backup  either continuously or spread over an hour.","2026-05-29T15:57:01.502359Z"
"19286",7360,601,"6","2026-05-29T15:57:18.068857Z",491,15.689,"system_related_auxiliary","All analogue measured values should have readable properties like ‘signal quality’ and ‘scanning rate’.","2026-05-29T15:57:18.068868Z"
"27393",16155,602,"6","2026-05-29T15:58:07.524585Z",492,8.669,"requirement","The code should be written in a way that it favors implementation of new functions.","2026-05-29T15:58:07.524600Z"
"27",76,603,"6","2026-05-29T15:58:22.629933Z",493,13.948,"requirement","A project created via the LOAD RTM function may be in either “trace” or “assess” mode.","2026-05-29T15:58:22.629944Z"
"43804-wikipedia",43804,604,"6","2026-05-29T15:58:26.979219Z",494,3.577,"contextual_auxiliary","Now, Takeru Shiba, the youngest head of the Shiba Clan must gather his four Vassal in order to battle the Gedoushu under the revived Doukoku Chimatsuri as the Shinkengers.","2026-05-29T15:58:26.979230Z"
"2827",2600,605,"6","2026-05-29T15:58:36.784190Z",495,7.522,"requirement","System will allow to search for a LHCP entering a last name or partial last name and optionally reduce the list of choices by providing the specialty and/or zip code.","2026-05-29T15:58:36.784201Z"
"17260-wikipedia",17260,606,"6","2026-05-29T15:58:41.608968Z",496,3.317,"contextual_auxiliary","The next day, Ana finds out that Christian may have recently contacted his BDSM dominant and ex-lover Elena Lincoln.","2026-05-29T15:58:41.608978Z"
"41206-wikipedia",41206,607,"6","2026-05-29T15:59:07.050001Z",497,24.601,"contextual_auxiliary","It will take place between 19 January and 2 February 2024 in Gangwon, South Korea.","2026-05-29T15:59:07.050013Z"
"59683-wikipedia",59683,608,"6","2026-05-29T15:59:28.796467Z",498,20.879,"contextual_auxiliary","American mortgage lender, philanthropist and power broker (b.Marina Ratner, Russian-American mathematician (b.Kenneth Silverman, American biographer (b.William Dunlop, Northern Irish motorcyclist (b.Hacène Lalmas, Algerian footballer (b.Levko Lukyanenko, Ukrainian politician (b.Firuz Mustafayev, Azerbaijani politician and former Prime minister of Azerbaijan (b.San Fermín festival in Pamplona, northern Spain: the bull run takes place.","2026-05-29T15:59:28.796479Z"
"41095",29494,609,"6","2026-05-29T15:59:50.390370Z",499,19.26,"contextual_auxiliary","The target country (e.g.Netherlands) can differ from the salesman country (e.g.Italy).To be clarified: on which country data should pricing take place?","2026-05-29T15:59:50.390382Z"
"72527-wikipedia",72527,610,"6","2026-05-29T15:59:55.159164Z",500,3.951,"contextual_auxiliary","This means that someone must think about their own life and its purpose.","2026-05-29T15:59:55.159183Z"
"43501",32072,611,"6","2026-05-29T16:00:41.502247Z",501,30.421,"contextual_auxiliary","Usage is attached to billable items (products/services/items) and rated according to agreed contracts.","2026-05-29T16:00:41.502259Z"
"33855",19254,612,"6","2026-05-29T16:01:47.140824Z",502,63.29,"system_related_auxiliary","MSK DMG2 was pressed and commanded:   MSK command MFDj_TTH_COMMAND = ""DMG_1"" or ""DMG_2"" (j = 1|2|3|4|5)   Set arinc label         MTCMFD14_MTCM_DMGx_FEAS_MFD_FMT_SEL to ""TRUE""  (Pilot)   (X = 1|2),         MTCMFD_MTCM_DMGx_FEAS_MFD_FMT_SEL to ""TRUE""    (Copilot)  (X = 1|2)  - The LSK commanding and LSK label display shall be performed as under    DMG availability: see requirements: MTC-SRS-DMG-8400, MTC-SRS-DMG-8401 and                                  MTC-SRS-DMG-8402.NOTE: If DMGx becomes available again the standard configuration sequence will be        performed, no further actions are necessary.","2026-05-29T16:01:47.140836Z"
"35080",21187,613,"6","2026-05-29T16:02:24.462098Z",503,22.254,"system_related_auxiliary","MM_DISPLAY_GUIDANCE_DATA: Fill database in MFD: Transmit screen center of secondary guidance When filling the points data base in MFD and when no primary guidance mode is sent to the MFD, with each secondary guidance mode, the MTC shall send a screen center for this secondary guidance with the MTCM_NAVD_SCRN_CTR_x words to the MFD.For routes, the screen center shall be the center defined in the route record, for the other guidance modes the screen center shall be the guidance end point.","2026-05-29T16:02:24.462113Z"
"3690",663,614,"6","2026-05-29T16:02:50.661714Z",504,25.485,"system_related_auxiliary","The LHCP chooses to schedule an appointment with a patient (it is assumed that the LHCP and patient have already worked out the details of the appointment in person or via telephone outside of the system).The LHCP enters the patient MID, selects the type of appointment from a pull-down menu of the existing appointment types, enter the appointment date and start time (only a date/time equal or after the current date/time is allowed) (the user interface shall provide both the option of typing in a specific date in the date format and the option of selecting a date from a calendar for the current month), enter comment (optional) up to 1000 characters such as reason for the appointment [E1].","2026-05-29T16:02:50.661725Z"
"55911-wikipedia",55911,615,"6","2026-05-29T16:02:59.693872Z",505,8.249,"system_related_auxiliary","A combination of backup media may be the best course; for instance, backing up currently used files to Flash Drives or Micro Drives, and keeping seldom used files on DVD or CD.that snapbacks are back.","2026-05-29T16:02:59.693883Z"
"38680",26042,616,"6","2026-05-29T16:03:08.251967Z",506,7.534,"requirement","If the vehicle is locked, the BCM must unlock the locks and the central locking adopt the status ""internally locked"" when an HDF radio command is received.","2026-05-29T16:03:08.251979Z"
"44446-wikipedia",44446,617,"6","2026-05-29T16:03:14.160605Z",507,5.127,"contextual_auxiliary","It enhances their energy and ability to remain awake at will.","2026-05-29T16:03:14.160619Z"
"11466",12727,618,"6","2026-05-29T16:04:06.923372Z",508,51.876,"system_related_auxiliary","p>         if (log.log.trace(""Unmarshalled bytes: "" + Arrays.p>Using Arrays.toString() is Ok for most cases but if the serialized version is too big, it'd be hard to read trace logs.p>Instead, you should prob use a similar method to the one used by the HotRod/Memcached or when lazy deserialization is used where I call o.i.u.","2026-05-29T16:04:06.923386Z"
"43312",31641,619,"6","2026-05-29T16:04:13.802629Z",509,4.202,"requirement","The UMTS / GPRS Backup must be activated automatically by the router in case of disruption of the primary access.","2026-05-29T16:04:13.802641Z"
"18894",6968,620,"6","2026-05-29T16:05:13.161655Z",510,58.576,"system_related_auxiliary","Allowing users to see and change profiles: if user-specified profiles are used, users should be able to see, modify and delete that profile on demand.","2026-05-29T16:05:13.161667Z"
"18812",6886,621,"6","2026-05-29T16:05:19.359711Z",511,5.476,"requirement","The System must allow the user to limit access to cases to specified users or user groups.","2026-05-29T16:05:19.359723Z"
"21182",9306,622,"6","2026-05-29T16:06:35.193725Z",512,75.061,"system_related_auxiliary","To conclude, all needed software invoked by the frontend is included in PeaZip packages (available under suitable licenses, as open source or royalty free) so no custom package is needed to be installed to make PeaZip work (with the possible exception of some standard gtk/gdk related libraries needed to run PeaZip, Gwrap and Pea binaries, which may be missing in some computer systems, but are well known, trustable and widely available).","2026-05-29T16:06:35.193738Z"
