"REQID","REQID_expanded","annotation_id","annotator","created_at","id","lead_time","sentiment","text","updated_at"
"21182",9306,264,"4","2026-05-27T08:58:24.184651Z",256,24.16,"system_related_auxiliary","To conclude, all needed software invoked by the frontend is included in PeaZip packages (available under suitable licenses, as open source or royalty free) so no custom package is needed to be installed to make PeaZip work (with the possible exception of some standard gtk/gdk related libraries needed to run PeaZip, Gwrap and Pea binaries, which may be missing in some computer systems, but are well known, trustable and widely available).","2026-05-27T08:58:24.184663Z"
"16031-wikipedia",16031,265,"4","2026-05-27T08:58:39.088442Z",257,14.094,"contextual_auxiliary","Indeed, it would not be compassionate to ignore someone's need, though the way one fulfills that need may vary.","2026-05-27T08:58:39.088454Z"
"23918",12406,266,"4","2026-05-27T08:58:57.835700Z",258,18.316,"requirement","The solution must be produced in a timely manner – see time restrictions.","2026-05-27T08:58:57.835711Z"
"20412-wikipedia",20412,267,"4","2026-05-27T08:59:15.339403Z",259,17.127,"contextual_auxiliary","In Trop v Dulles (1958) the Court agreed with the view that what are prohibited ""cruel and unusual punishments"" should change over time based on punishments that offend society's ""evolving sense of decency.","2026-05-27T08:59:15.339415Z"
"33026-wikipedia",33026,268,"4","2026-05-27T09:00:10.988083Z",260,55.295,"contextual_auxiliary","In the context of exception handling, a program is said to be exception-safe, if exceptions that occur will not produce side-effects (such as memory leaks), will not change stored data so that it becomes unreadable, or generate output that is invalid.","2026-05-27T09:00:10.988097Z"
"36811",23975,269,"4","2026-05-27T09:00:23.717879Z",261,12.084,"system_related_auxiliary","The Lock, Save and Undo functions regulate how changes are handled.","2026-05-27T09:00:23.717897Z"
"21667",9832,270,"4","2026-05-27T09:00:39.341551Z",262,27.698,"system_related_auxiliary","Should a subsystem fail (e.g.restart with the remaining equipment.reconﬁguration procedure.the local connections and interfaces to the control electronics.a procedure to replace faulty cards and/or assemblies.to do so.","2026-05-27T09:00:39.341568Z"
"4649",4147,271,"4","2026-05-27T09:00:56.259719Z",263,16.498,"requirement","SRS 64 - Libwarc and the bindings to its functionality shall enable the use of libwarc's iterators described in SRS 16-20 to be used within Java v1.and and later, using Java's new container iterators, such as ""for"" and ""foreach"".","2026-05-27T09:00:56.259733Z"
"42610",31445,272,"4","2026-05-27T09:01:06.801935Z",264,10.083,"system_related_auxiliary","Layer contains the technical logic and the lowest layer the database in which the technically processed data is stored.","2026-05-27T09:01:06.801951Z"
"25916",14544,273,"4","2026-05-27T09:01:39.955629Z",265,32.648,"contextual_auxiliary","Once this is done the user is free to access his data.","2026-05-27T09:01:39.955648Z"
"34142",19808,274,"4","2026-05-27T09:03:07.713500Z",266,87.377,"requirement","Display error message on the MFD and DKU in case of missing input TMS-SRS-FEAS-45419 Precondition:  Feasibility calculation is not possible because of missing input data (maybe on DKU or missing input data e.g.from IRS).","2026-05-27T09:03:07.713510Z"
"36876-wikipedia",36876,275,"4","2026-05-27T09:03:16.715162Z",267,8.64,"contextual_auxiliary","Suárez plays in the game as a midfielder.","2026-05-27T09:03:16.715174Z"
"33807",19182,276,"4","2026-05-27T09:03:51.027879Z",268,38.873,"system_related_auxiliary","DMG_SET_COMMANDS: Automatically centre symbol If IN_DMGx_MAP_STATUS.DMGx_MTCC_OP_MODE_ACTUAL = ""AUT"" and  IN_DMGx_MAP_STATUS.DMGx_MTCC_ROT_POINT = ""RP_DECENTERED"" and  IN_DMGx_MAP_STATUS.DMGx_MTCC_DIRECTION_MODE /= ""NUP"" and the IN_NAV_DMG_FLIGHT_COND changes to Hover (aircraft speed < 20 knots) then the MST_OPF_DMG shall cause the aircraft symbol to be displayed in the center of the map by sending the conrol command 22:  - MTCC_DMGx_SCALE = 0 (no change);  - MTCC_DMGx_ZOOM = 0 (no change);  - MTCC_DMGx_ROTATION_POINT = RP_CENTERED;  - MTCC_DMGx_POSITION_MODE = IN_DMGx_MAP_STATUS.DMGx_MTCC_MAP_POS_MODE;  - MTCC_DMGx_DIRECTION_MODE = IN_DMGx_MAP_STATUS.DMGx_MTCC_DIRECTION_MODE;  - MTCC_DMGx_MAP_SOURCE = IN_DMGx_MAP_STATUS.DMGx_MTCC_MAP_SOURCE ;  - MTCC_DMGx_MAP_TYPE = IN_DMGx_MAP_STATUS.","2026-05-27T09:03:51.027890Z"
"24689",13193,277,"4","2026-05-27T09:04:47.577942Z",269,56.228,"requirement","EIRENE mobiles will generate EM emissions in the GSM frequency band.with the normal operation of any on-train or ground based systems.","2026-05-27T09:04:47.577953Z"
"2736",2509,278,"4","2026-05-27T09:05:31.684184Z",270,55.181,"system_related_auxiliary","Capability to enable access to health information in extra-ordinary situations during which an individual may need emergency care but due to their health status is incapable of granting access permissions, or in the case of a public health emergency during which the health status of a population needs to be determined.","2026-05-27T09:05:31.684195Z"
"20683",8801,279,"4","2026-05-27T09:05:42.783999Z",271,10.278,"requirement","The system should allow various management actions to be performed on items existing in the inventory.","2026-05-27T09:05:42.784011Z"
"39829",27252,280,"4","2026-05-27T09:06:01.050117Z",272,17.911,"system_related_auxiliary","so_BCMs_01.BCM_FH_FT_lin = lift) IF i_mMFG_1.MG1_Typ3_can = 1 AND si_mMFG_1.so_BCMs_01.BCM_FH_FT_lin = lower) IF i_mMFG_1.MG1_Typ3_can = 1 AND si_mMFG_1.so_BCMs_01.BCM_FH_BT_lin = lift) IF i_mMFG_1.MG1_Typ3_can = 1 AND si_mMFG_1.so_BCMs_01.BCM_FH_BT_lin = lower) IF i_mMFG_1.MG1_Typ3_can = 1 AND si_mMFG_1.si_FHFTs_01.Switch_FH_BT_lin = lower OR si_FHFTs_01.si_FHFTs_01.Switch_FH_FT_lin = lower OR si_FHFTs_01.this is ignored and ""lifting"" continues.","2026-05-27T09:06:01.050127Z"
"1383",1085,281,"4","2026-05-27T09:06:09.739646Z",273,8.207,"requirement","GUI should able to provide ability to change start/end date of a task.","2026-05-27T09:06:09.739657Z"
"4096-wikipedia",4096,282,"4","2026-05-27T09:06:16.669662Z",274,6.6,"contextual_auxiliary","The European Union has made a few symbols that warn of dangers and that should be easy to understand.","2026-05-27T09:06:16.669673Z"
"2466-wikipedia",2466,283,"4","2026-05-27T09:06:21.153772Z",275,4.15,"contextual_auxiliary","The mayor is currently Wilhalm Dorner.","2026-05-27T09:06:21.153782Z"
"38360",25706,284,"4","2026-05-27T09:06:28.148865Z",276,6.637,"requirement","An "".open command"" may be accepted and executed up to a maximum of 2s after an external close command.","2026-05-27T09:06:28.148876Z"
"56446-wikipedia",56446,285,"4","2026-05-27T09:06:40.213088Z",277,11.715,"contextual_auxiliary","An association fallacy  is a logical fallacy that occurs when someone says that a quality of one thing must apply to another just because they both share a similar quality or belief.","2026-05-27T09:06:40.213100Z"
"20388-wikipedia",20388,286,"4","2026-05-27T09:06:51.975773Z",278,11.37,"contextual_auxiliary","The judge must also take into account the defendant's ability to pay the amount of the bail and how likely it is the defendant will simply flee and not stand trial.","2026-05-27T09:06:51.975785Z"
"56000-wikipedia",56000,287,"4","2026-05-27T09:07:03.045341Z",279,10.72,"contextual_auxiliary","Dorothea of Montau, Prussian saint (d.Joan, Princess of Portugal (d.Scipione del Ferro, Italian mathematician (d.Mario Bettinus, Italian philosopher, mathematician and astronomer (d.Bernard of Corleone, Italian saint (d.Antonio Vieira, Portuguese writer (d.Chongzhen, Emperor of China (d.Antoine Arnauld, French theologian, philosopher and mathematician (d.Heiman Dullaart, Dutch painter (d.Johann Casimir Kolbe von Wartenberg, 1st Prime Minister of the Kingdom of Prussia (d.Mustafa II, Ottoman Sultan (d.Anne, Queen of England, Ireland and Scotland (d.Patrick Russell, Scottish surgeon and naturalist (d.Januarius Zick, German painter (d.Franz Xaver Messerschmidt, German-Austrian sculptor (d.Pierre-Joseph Desault, French anatomist and surgeon (d.Adam Weishaupt, German philosopher (d.Evariste de Parny, French poet (d.Aaron Burr, 3rd Vice President of the United States (d.Julian Ursan Niemcewicz, Polish scholar and statesman (d.Ugo Foscolo, Italian writer and poet (d.Joseph van Radowitz, Prussian statesman and general (d.George Arnott Walker-Arnott, Scottish botanist (d.Charles Wheatstone, English physicist and inventor (d.Henry George Liddell, English philologist and lexicographer (d.William M.Evarts, American lawyer and statesman (d.Jenaro Quesada y Matheus, Spanish nobleman and politician (d.John Brown Gordon, 32nd Governor of Georgia (d.Jose Maria de Pereda, Spanish novelist (d.Henry Irving, British actor (d.Inoue Kowashi, Japanese statesman (d.Raimundo Andueza Palacio, 24th President of Venezuela (d.Henry Janeway Hardenbergh, American architect (d.Vasily Safonov, Russian pianist, composer and teacher (d.C.Lloyd Morgan, British psychologist (d.Prince Thomas, Duke of Genoa, Italian prince (d.Wilhelm Cohn, German chess player (d.Nikolay Zelinsky, Russian chemist (d.John Henry Mackay, Scottish thinker and writer (d.Karl Sapper, German explorer and linguist (d.James Braid, Scottish golfer (d.Robert Maillart, Swiss engineer (d.Carl Ramsauer, German physicist (d.Magnus Gudmundsson, Prime Minister of Iceland (d.Edwin Samuel Montagu, British statesman (d.Nishinoumi Kajiro II, Japanese sumo wrestler (d.Dmitry Pavlovich Grigorovich, Russian aircraft designer (d.Josef Frings, German cardinal (d.William P.Murphy, American doctor, won the 1934 Nobel Prize in Physiology or Medicine (d.Muhammad Zaffarullah Khan, Pakistani politician and diplomat (d.Kirpal Singh, Indian religious leader (d.Babe Ruth, American baseball player (d.Alberto Cavalcanti, Brazilian movie director and producer (d.Ben Lyon, American actor (d.Claudio Arrau, Chilean pianist (d.Wladyslaw Gomulka, Polish politician (d.Jan Werich, Czech actor, playwright and writer (d.Michael Maltese, American screenwriter (d.Amintore Fanfani, Prime Minister of Italy (d.Ronald Reagan, 40th President of the United States (d.Eva Braun, wife of Adolf Hitler (d.Mary Leakey, Kenyan archaeologist (d.Thurl Ravenscroft, American voice actor and singer (d.Zsa Zsa Gabor, Hungarian-American actress (d.Carl Neumann Degler, American historian and author (d.Patrick Macnee, British actor (d.Haskell Wexler, American cinematographer, movie producer and director (d.Clifford Darling, Governor-General of the Bahamas (d.Gyula Lorant, Hungarian footballer (d.Billy Wright, English footballer (d.Ivo Garrani, Italian actor (d.Colin Murdoch, New Zealand pharmacist and inventor (d.Sixten Jernberg, Swedish cross-country skier (d.Pierre Brice, French actor (d.Ricardo Vidal, Filipino cardinal (d.Camilo Cienfuegos, Cuban revolutionary (d.François Truffaut, French movie director (d.Donnie Brooks, American pop music singer (d.Jair Rodrigues, Brazilian musician and singer (d.Sarah Brady, American gun control campaigner (d.Bob Marley, Jamaican Reggae musician (d.Kate McGarrigle, Canadian singer and songwriter (d.Bunny Rugs, Jamaican singer (d.Natalie Cole, American singer (d.Timothy M.Simon Phillips, American drummer (d.Frank Jeske, East German footballer (d.Gord Downie, Canadian singer-songwriter, musician, writer and activist (d.Zard, Japanese singer (d.Cara McCollum, American journalist and beauty queen (d.Hojo Tokimasa, Emperor of Japan (b.Jeanne de Bourbon, Queen of France (b.Johannes Ockeghem, Belgian composer (b.Jacques Amyot, French writer (b.Emperor Ogimachi of Japan (b.Christopher Clavius, German mathematician and astronomer (b.Prospero Alpini, Italian scientist (b.Charles II, King of England, Ireland and Scotland (b.Ahmed II, Ottoman Sultan (b.Pope Clement XII (b.Lancelot ""Capability"" Brown, English gardener (b.Carlo Goldoni, Italian playwright (b.Joseph Priestley, English-American theologian, philosopher, chemist and physicist (b.Richard Lemon Lander, English explorer (b.Josef Munzinger, Swiss Federal Councillor (b.Leo von Caprivi, Chancellor of Germany (b.Prince Alfred of Saxe-Coburg Gotha (b.Alfonso Maria Fusco, Italian Roman Catholic priest (b.Ruben Dario, Nicaraguan writer (b.Gustav Klimt, Austrian painter (b.Maria Christina of Austria, Queen of Spain (b.Motilal Nehru, Indian politician (b.Jackson Showalter, American chess player (b.Marianne von Werefkin, Russian-Swiss painter (b.Jaan Soots, Estonian general and politician (b.Georges Imbert, Alsatian chemist (b.George VI, King of the United Kingdom (b.Henri Chrétien, French astronomer, professor and inventor (b.David Pegg, English footballer (b.Tommy Taylor, English footballer (b.Geoff Bent, English footballer (b.Roger Byrne, English footballer (b.Eddie Colman, English footballer (b.Mark Jones, English footballer (b.Frank Swift, English footballer (b.Walter Crickmer, English footballer and manager (b.Emilio Aguinaldo, President of the Philippines (b.Frederika of Hanover, Queen Consort of Greece (b.Hugo Montenegro, American movie music composer (b.Jorge Guillen, Spanish poet (b.Frederick Coutts, Scottish 8th General of the Salvation Army (b.Minoru Yamasaki, American architect (b.Chris Gueffroy, German, last person to die crossing the Berlin Wall (b.Jimmy van Heusen, American composer (b.Salvador Luria, Italian biologist (b.Danny Thomas, American signer, comedian and actor (b.Arthur Ashe, American tennis player (b.Joseph Cotten, American actor (b.Jack Kirby, American comic book writer (b.Guy Madison, American actor (b.Falco, Austrian singer (b.Carl Wilson, American musician (The Beach Boys) (b.Don Dunstan, 35th Premier of South Australia (b.Jimmy Roberts, American tenor (b.Max Perutz, Austrian molecular biologist (b.James Whitmore, American actor (b.John Dankworth, British jazz musician (b.Josefa Iloilo, 3rd President of Fiji (b.Gary Moore, Northern Irish musician (b.Antoni Tapies, Catalan artist (b.Janice E.Voss, American astronaut (b.Chokri Belaid, Tunisian lawyer and politician (b.Stuart Freeborn, British make-up artist (b.Ralph Kiner, American baseball player (b.Marisa Del Frate, Italian actress (b.Alan Nunnelee, American politician (b.Assia Djebar, Algerian novelist, translator and filmmaker (b.André Brink, South African writer (b.Kathrine Windfeld, Danish movie director (b.Norm Drucker, American basketball player (b.Dan Hicks, American singer-songwriter (b.Robin Chandler Duke, American social advocate and diplomat (b.Birte Tove, Danish actress (b.Eddy Wally, Belgian singer (b.Boy Asistio, Filipino politician (b.Ritchie Yorke, Australian-English author and broadcaster (b.José Gea Escolano, Spanish archbishop (b.Roger Walkowiak, French cyclist (b.Irwin Corey, American actor and comedian (b.Joost van der Westhuizen, South African rugby player (b.Inge Keller, German actress (b.Alec McCowen, English actor (b.Ivar Aronsson, Swedish rower (b.Neil Gehrels, American astronomer (b.Djelloul Khatib, Algerian independence activist and politician (b.Raymond Smullyan, American mathematician and philosopher (b.John Perry Barlow, American writer, songwriter and internet activist (b.Liliana Bodoc, Argentine author (b.Jao Tsung-I, Chinese-Hong Kong scholar (b.Joe Knollenberg, American politician (b.Madavoor Vasudevan Nair, Indian dancer (b.","2026-05-27T09:07:03.045352Z"
"20171",8279,288,"4","2026-05-27T09:07:19.581993Z",280,16.209,"requirement","NPAC SMS shall send an appropriate error message to the originating user if the originating user is neither the New nor the Old Service Provider in the existing Subscription Version upon Subscription Version cancellation.","2026-05-27T09:07:19.582004Z"
"5484",4959,289,"4","2026-05-27T09:07:35.291092Z",281,15.327,"requirement","It should, however, be a table with no relationships to the enterprises.","2026-05-27T09:07:35.291104Z"
"3982",3544,290,"4","2026-05-27T09:07:44.498633Z",282,8.865,"contextual_auxiliary","a) Road user and toll rates.b) Transit fares adjusted concomitant with tolls.c) Time of day usage pricing (i.e.off hour rates).","2026-05-27T09:07:44.498644Z"
"20718",8839,291,"4","2026-05-27T09:07:58.719601Z",283,13.877,"requirement","The system should also allow the user to select any sold items, adding pictures as needed, to be included in the „Great and Gone‟ section, even if they were not part of previous week‟s e-Blast.","2026-05-27T09:07:58.719612Z"
"2994",2774,292,"4","2026-05-27T09:08:18.753444Z",284,19.698,"requirement","A set of traits (such as name, DOB, gender, etc.may be used by a locator service to perform a probabilistic match.","2026-05-27T09:08:18.753454Z"
"41405",29856,293,"4","2026-05-27T09:08:30.508838Z",285,11.429,"contextual_auxiliary","If we want to develop a system that ""supports sales"" and also make it attractive to dealers, we should also think of their requirements) Salesmen controlling is out of scope.","2026-05-27T09:08:30.508848Z"
"3598",3281,294,"4","2026-05-27T09:08:39.820056Z",286,8.773,"requirement","The PCA pump shall continue to infuse for 10 minutes during interruption of mains electricity supply using battery backup  either continuously or spread over an hour.","2026-05-27T09:08:39.820074Z"
"19286",7360,295,"4","2026-05-27T09:08:46.337077Z",287,6.071,"requirement","All analogue measured values should have readable properties like ‘signal quality’ and ‘scanning rate’.","2026-05-27T09:08:46.337088Z"
"27393",16155,296,"4","2026-05-27T09:09:29.654265Z",288,42.985,"requirement","The code should be written in a way that it favors implementation of new functions.","2026-05-27T09:09:29.654275Z"
"27",76,297,"4","2026-05-27T09:09:52.285945Z",289,22.272,"system_related_auxiliary","A project created via the LOAD RTM function may be in either “trace” or “assess” mode.","2026-05-27T09:09:52.285958Z"
"43804-wikipedia",43804,298,"4","2026-05-27T09:09:58.619433Z",290,5.96,"contextual_auxiliary","Now, Takeru Shiba, the youngest head of the Shiba Clan must gather his four Vassal in order to battle the Gedoushu under the revived Doukoku Chimatsuri as the Shinkengers.","2026-05-27T09:09:58.619444Z"
"2827",2600,299,"4","2026-05-27T09:10:11.677856Z",291,12.714,"requirement","System will allow to search for a LHCP entering a last name or partial last name and optionally reduce the list of choices by providing the specialty and/or zip code.","2026-05-27T09:10:11.677867Z"
"17260-wikipedia",17260,300,"4","2026-05-27T09:10:24.342685Z",292,12.315,"contextual_auxiliary","The next day, Ana finds out that Christian may have recently contacted his BDSM dominant and ex-lover Elena Lincoln.","2026-05-27T09:10:24.342695Z"
"41206-wikipedia",41206,301,"4","2026-05-27T09:10:29.612507Z",293,4.894,"contextual_auxiliary","It will take place between 19 January and 2 February 2024 in Gangwon, South Korea.","2026-05-27T09:10:29.612520Z"
"59683-wikipedia",59683,302,"4","2026-05-27T09:10:36.474670Z",294,6.524,"contextual_auxiliary","American mortgage lender, philanthropist and power broker (b.Marina Ratner, Russian-American mathematician (b.Kenneth Silverman, American biographer (b.William Dunlop, Northern Irish motorcyclist (b.Hacène Lalmas, Algerian footballer (b.Levko Lukyanenko, Ukrainian politician (b.Firuz Mustafayev, Azerbaijani politician and former Prime minister of Azerbaijan (b.San Fermín festival in Pamplona, northern Spain: the bull run takes place.","2026-05-27T09:10:36.474681Z"
"41095",29494,303,"4","2026-05-27T09:10:48.637777Z",295,11.709,"contextual_auxiliary","The target country (e.g.Netherlands) can differ from the salesman country (e.g.Italy).To be clarified: on which country data should pricing take place?","2026-05-27T09:10:48.637790Z"
"72527-wikipedia",72527,304,"4","2026-05-27T09:10:54.240442Z",296,5.239,"contextual_auxiliary","This means that someone must think about their own life and its purpose.","2026-05-27T09:10:54.240454Z"
"43501",32072,305,"4","2026-05-27T09:11:04.908001Z",297,10.342,"system_related_auxiliary","Usage is attached to billable items (products/services/items) and rated according to agreed contracts.","2026-05-27T09:11:04.908014Z"
"33855",19254,306,"4","2026-05-27T09:11:23.795497Z",298,18.486,"requirement","MSK DMG2 was pressed and commanded:   MSK command MFDj_TTH_COMMAND = ""DMG_1"" or ""DMG_2"" (j = 1|2|3|4|5)   Set arinc label         MTCMFD14_MTCM_DMGx_FEAS_MFD_FMT_SEL to ""TRUE""  (Pilot)   (X = 1|2),         MTCMFD_MTCM_DMGx_FEAS_MFD_FMT_SEL to ""TRUE""    (Copilot)  (X = 1|2)  - The LSK commanding and LSK label display shall be performed as under    DMG availability: see requirements: MTC-SRS-DMG-8400, MTC-SRS-DMG-8401 and                                  MTC-SRS-DMG-8402.NOTE: If DMGx becomes available again the standard configuration sequence will be        performed, no further actions are necessary.","2026-05-27T09:11:23.795509Z"
"35080",21187,307,"4","2026-05-27T09:11:42.615528Z",299,18.37,"requirement","MM_DISPLAY_GUIDANCE_DATA: Fill database in MFD: Transmit screen center of secondary guidance When filling the points data base in MFD and when no primary guidance mode is sent to the MFD, with each secondary guidance mode, the MTC shall send a screen center for this secondary guidance with the MTCM_NAVD_SCRN_CTR_x words to the MFD.For routes, the screen center shall be the center defined in the route record, for the other guidance modes the screen center shall be the guidance end point.","2026-05-27T09:11:42.615539Z"
"3690",663,308,"4","2026-05-27T09:12:27.217554Z",300,44.257,"requirement","The LHCP chooses to schedule an appointment with a patient (it is assumed that the LHCP and patient have already worked out the details of the appointment in person or via telephone outside of the system).The LHCP enters the patient MID, selects the type of appointment from a pull-down menu of the existing appointment types, enter the appointment date and start time (only a date/time equal or after the current date/time is allowed) (the user interface shall provide both the option of typing in a specific date in the date format and the option of selecting a date from a calendar for the current month), enter comment (optional) up to 1000 characters such as reason for the appointment [E1].","2026-05-27T09:12:27.217566Z"
"55911-wikipedia",55911,309,"4","2026-05-27T09:12:49.163734Z",301,21.599,"contextual_auxiliary","A combination of backup media may be the best course; for instance, backing up currently used files to Flash Drives or Micro Drives, and keeping seldom used files on DVD or CD.that snapbacks are back.","2026-05-27T09:12:49.163746Z"
"38680",26042,310,"4","2026-05-27T09:12:58.770991Z",302,9.197,"requirement","If the vehicle is locked, the BCM must unlock the locks and the central locking adopt the status ""internally locked"" when an HDF radio command is received.","2026-05-27T09:12:58.771006Z"
"44446-wikipedia",44446,311,"4","2026-05-27T09:13:04.784027Z",303,5.682,"contextual_auxiliary","It enhances their energy and ability to remain awake at will.","2026-05-27T09:13:04.784039Z"
"11466",12727,312,"4","2026-05-27T09:13:42.407422Z",304,37.262,"contextual_auxiliary","p>         if (log.log.trace(""Unmarshalled bytes: "" + Arrays.p>Using Arrays.toString() is Ok for most cases but if the serialized version is too big, it'd be hard to read trace logs.p>Instead, you should prob use a similar method to the one used by the HotRod/Memcached or when lazy deserialization is used where I call o.i.u.","2026-05-27T09:13:42.407432Z"
"43312",31641,313,"4","2026-05-27T09:13:48.060243Z",305,5.159,"requirement","The UMTS / GPRS Backup must be activated automatically by the router in case of disruption of the primary access.","2026-05-27T09:13:48.060255Z"
"18894",6968,314,"4","2026-05-27T09:13:55.651120Z",306,7.227,"requirement","Allowing users to see and change profiles: if user-specified profiles are used, users should be able to see, modify and delete that profile on demand.","2026-05-27T09:13:55.651132Z"
"18812",6886,315,"4","2026-05-27T09:14:02.972973Z",307,6.958,"requirement","The System must allow the user to limit access to cases to specified users or user groups.","2026-05-27T09:14:02.972985Z"
"21182",9306,316,"4","2026-05-27T09:14:23.064650Z",308,19.581,"system_related_auxiliary","To conclude, all needed software invoked by the frontend is included in PeaZip packages (available under suitable licenses, as open source or royalty free) so no custom package is needed to be installed to make PeaZip work (with the possible exception of some standard gtk/gdk related libraries needed to run PeaZip, Gwrap and Pea binaries, which may be missing in some computer systems, but are well known, trustable and widely available).","2026-05-27T09:14:23.064672Z"
